mpa_exposure_class,year,species,sp_production_ton,total_production_ton,species_share
0-10 km,2023,Saramunete,0.03,1763.24,1.701413307320614e-05
0-10 km,2023,Cangulo,0.0,1763.24,0.0
0-10 km,2022,Buzios,320.03,1700.55,0.18819205551145216
0-10 km,2022,Tainha,168.91,1700.55,0.0993266884243333
0-10 km,2022,Marisco,154.6,1700.55,0.09091176384111023
0-10 km,2022,Guaiuba,153.79999999999998,1700.55,0.0904413278057099
0-10 km,2022,Ova Voador,129.64,1700.55,0.0762341595366205
0-10 km,2022,Sardinha,126.33,1700.55,0.07428773044015172
0-10 km,2022,Agulha,75.09,1700.55,0.04415630237276175
0-10 km,2022,Caico,70.31,1700.55,0.04134544706124489
0-10 km,2022,Serra,63.05,1700.55,0.037076240039987066
0-10 km,2022,Outros,62.24,1700.55,0.03659992355414425
0-10 km,2022,Carapeba,43.1,1700.55,0.02534474140719179
0-10 km,2022,Cioba,35.699999999999996,1700.55,0.020993208079738906
0-10 km,2022,Garajuba,31.3,1700.55,0.018405809885037195
0-10 km,2022,Ariaco,26.169999999999998,1700.55,0.015389138808032695
0-10 km,2022,Salema,23.23,1700.55,0.01366028637793655
0-10 km,2022,Peixe Voador,18.919999999999998,1700.55,0.01112581223721737
0-10 km,2022,Bagre,17.12,1700.55,0.01006733115756667
0-10 km,2022,Cavala,17.1,1700.55,0.010055570256681664
0-10 km,2022,Caranguejo,16.5,1700.55,0.009702743230131428
0-10 km,2022,Dourado,16.2,1700.55,0.00952632971685631
0-10 km,2022,Pescada,14.02,1700.55,0.008244391520390462
0-10 km,2022,Arraia,13.479999999999999,1700.55,0.007926847196495251
0-10 km,2022,Xareu,11.42,1700.55,0.006715474405339449
0-10 km,2022,Bonito,11.14,1700.55,0.006550821792949341
0-10 km,2022,Siri,8.41,1700.55,0.004945458822145777
0-10 km,2022,Albacora,5.88,1700.55,0.003457704860192291
0-10 km,2022,Biquara,5.869999999999999,1700.55,0.0034518244097497867
0-10 km,2022,Cururuca,5.8,1700.55,0.0034106612566522595
0-10 km,2022,Sirigado,4.930000000000001,1700.55,0.002899062068154421
0-10 km,2022,Caçao,4.9,1700.55,0.002881420716826909
0-10 km,2022,Bicuda,4.4,1700.55,0.0025873981947017143
0-10 km,2022,Espada,4.4,1700.55,0.0025873981947017143
0-10 km,2022,Pampo,4.2700000000000005,1700.55,0.0025109523389491638
0-10 km,2022,Garabebeu,4.2,1700.55,0.0024697891858516366
0-10 km,2022,Peixe Galo,3.74,1700.55,0.002199288465496457
0-10 km,2022,Camurim,3.2,1700.55,0.0018817441416012469
0-10 km,2022,Paru,3.2,1700.55,0.0018817441416012469
0-10 km,2022,Agulhao,2.87,1700.55,0.0016876892769986183
0-10 km,2022,Pargo,2.5,1700.55,0.001470112610625974
0-10 km,2022,Dentao,2.3,1700.55,0.001352503601775896
0-10 km,2022,Ubarana,2.04,1700.55,0.0011996118902707948
0-10 km,2022,Camarao,1.9,1700.55,0.0011172855840757402
0-10 km,2022,Arabaiana,1.82,1700.55,0.001070241980535709
0-10 km,2022,Beijupira,1.75,1700.55,0.0010290788274381819
0-10 km,2022,Garoupa,1.5,1700.55,0.0008820675663755844
0-10 km,2022,Camurupim,1.0,1700.55,0.0005880450442503896
0-10 km,2022,Lagosta,0.1,1700.55,5.8804504425038965e-05
0-10 km,2022,Polvo,0.07,1700.55,4.1163153097527276e-05
0-10 km,2022,Cangulo,0.05,1700.55,2.9402252212519482e-05
0-10 km,2022,Tilapia,0.04,1700.55,2.3521801770015584e-05
0-10 km,2022,Budiao,0.01,1700.55,5.880450442503896e-06
0-10 km,2022,Carauna,0.0,1700.55,0.0
0-10 km,2022,Pirauna,0.0,1700.55,0.0
0-10 km,2022,Saramunete,0.0,1700.55,0.0
0-10 km,2021,Buzios,249.29,1512.05,0.1648688866108925
0-10 km,2021,Tainha,171.47,1512.05,0.11340233457888298
0-10 km,2021,Ova Voador,167.56,1512.05,0.1108164412552495
0-10 km,2021,Guaiuba,163.68,1512.05,0.10825038854535235
0-10 km,2021,Sardinha,111.83,1512.05,0.0739591944710823
0-10 km,2021,Agulha,93.18,1512.05,0.06162494626500447
0-10 km,2021,Marisco,75.05,1512.05,0.04963460203035614
0-10 km,2021,Outros,53.11,1512.05,0.035124499851195395
0-10 km,2021,Caico,51.32,1512.05,0.03394067656492841
0-10 km,2021,Peixe Voador,47.35,1512.05,0.031315102013822295
0-10 km,2021,Serra,38.089999999999996,1512.05,0.02519096590721206
0-10 km,2021,Carapeba,36.77,1512.05,0.024317978902814064
0-10 km,2021,Caranguejo,28.0,1512.05,0.018517906153897028
0-10 km,2021,Dourado,26.75,1512.05,0.017691213914883767
0-10 km,2021,Cioba,20.29,1512.05,0.013418868423663239
0-10 km,2021,Salema,18.84,1512.05,0.012459905426407857
0-10 km,2021,Cavala,15.09,1512.05,0.009979828709368076
0-10 km,2021,Ariaco,12.34,1512.05,0.008161105783538904
0-10 km,2021,Arraia,12.05,1512.05,0.007969313184087829
0-10 km,2021,Xareu,12.05,1512.05,0.007969313184087829
0-10 km,2021,Garajuba,11.63,1512.05,0.007691544591779373
0-10 km,2021,Bagre,11.379999999999999,1512.05,0.00752620614397672
0-10 km,2021,Pescada,8.19,1512.05,0.00541648755001488
0-10 km,2021,Bonito,7.99,1512.05,0.005284216791772759
0-10 km,2021,Camarao,7.22,1512.05,0.004774974372540591
0-10 km,2021,Caçao,5.38,1512.05,0.0035580833967130718
0-10 km,2021,Siri,5.33,1512.05,0.0035250157071525412
0-10 km,2021,Pampo,5.0600000000000005,1512.05,0.0033464501835256777
0-10 km,2021,Bicuda,5.0,1512.05,0.003306768956053041
0-10 km,2021,Camurim,4.930000000000001,1512.05,0.0032604741906682986
0-10 km,2021,Garabebeu,3.9,1512.05,0.0025792797857213715
0-10 km,2021,Albacora,3.49,1512.05,0.0023081247313250226
0-10 km,2021,Biquara,3.3600000000000003,1512.05,0.0022221487384676436
0-10 km,2021,Agulhao,3.0700000000000003,1512.05,0.002030356139016567
0-10 km,2021,Espada,2.61,1512.05,0.0017261333950596871
0-10 km,2021,Garoupa,2.56,1512.05,0.0016930657054991568
0-10 km,2021,Arabaiana,2.51,1512.05,0.0016599980159386263
0-10 km,2021,Cururuca,2.51,1512.05,0.0016599980159386263
0-10 km,2021,Ubarana,1.93,1512.05,0.0012764128170364736
0-10 km,2021,Paru,1.78,1512.05,0.0011772097483548824
0-10 km,2021,Sirigado,1.66,1512.05,0.0010978472934096094
0-10 km,2021,Pargo,1.4100000000000001,1512.05,0.0009325088456069576
0-10 km,2021,Peixe Galo,1.37,1512.05,0.0009060546939585332
0-10 km,2021,Dentao,1.1600000000000001,1512.05,0.0007671703978043055
0-10 km,2021,Camurupim,1.04,1512.05,0.0006878079428590325
0-10 km,2021,Tilapia,0.8200000000000001,1512.05,0.0005423101087926988
0-10 km,2021,Budiao,0.19,1512.05,0.00012565722033001554
0-10 km,2021,Beijupira,0.18,1512.05,0.00011904368241790946
0-10 km,2021,Polvo,0.09,1512.05,5.952184120895473e-05
0-10 km,2021,Saramunete,0.08,1512.05,5.290830329684865e-05
0-10 km,2021,Carauna,0.06,1512.05,3.9681227472636486e-05
0-10 km,2021,Cangulo,0.03,1512.05,1.9840613736318243e-05
0-10 km,2021,Pirauna,0.02,1512.05,1.3227075824212163e-05
0-10 km,2021,Lagosta,0.0,1512.05,0.0
0-10 km,2020,Buzios,401.94,1559.53,0.25773149602764933
0-10 km,2020,Tainha,165.0,1559.53,0.10580110674369843
0-10 km,2020,Sardinha,150.89,1559.53,0.09675350907004032
0-10 km,2020,Ova Voador,96.02000000000001,1559.53,0.06156983193654499
0-10 km,2020,Peixe Voador,80.61999999999999,1559.53,0.05169506197379979
0-10 km,2020,Guaiuba,65.39,1559.53,0.04192929921194206
0-10 km,2020,Caico,64.62,1559.53,0.0414355607138048
0-10 km,2020,Marisco,58.97,1559.53,0.03781267433136907
0-10 km,2020,Outros,53.41,1559.53,0.0342474976435208
0-10 km,2020,Agulha,50.92,1559.53,0.032650862759934084
0-10 km,2020,Serra,45.120000000000005,1559.53,0.0289317935531859
0-10 km,2020,Carapeba,36.39,1559.53,0.023333953178201125
0-10 km,2020,Dourado,32.4,1559.53,0.020775490051489872
0-10 km,2020,Espada,24.95,1559.53,0.0159984097773047
0-10 km,2020,Cioba,21.790000000000003,1559.53,0.013972158278455691
0-10 km,2020,Garajuba,20.32,1559.53,0.01302956660019365
0-10 km,2020,Bagre,14.780000000000001,1559.53,0.00947721428892038
0-10 km,2020,Caranguejo,14.43,1559.53,0.009252787698857989
0-10 km,2020,Pescada,14.389999999999999,1559.53,0.009227138945708
0-10 km,2020,Salema,14.03,1559.53,0.008996300167358114
0-10 km,2020,Ariaco,13.690000000000001,1559.53,0.008778285765583222
0-10 km,2020,Bonito,12.13,1559.53,0.007777984392733709
0-10 km,2020,Bicuda,11.85,1559.53,0.007598443120683795
0-10 km,2020,Siri,10.729999999999999,1559.53,0.006880278032484145
0-10 km,2020,Xareu,10.54,1559.53,0.006758446455021705
0-10 km,2020,Cavala,10.09,1559.53,0.006469897982084346
0-10 km,2020,Garabebeu,7.19,1559.53,0.0046103633787102525
0-10 km,2020,Cururuca,6.82,1559.53,0.004373112412072868
0-10 km,2020,Arraia,6.75,1559.53,0.00432822709406039
0-10 km,2020,Albacora,6.52,1559.53,0.004180746763447962
0-10 km,2020,Caçao,4.890000000000001,1559.53,0.003135560072585972
0-10 km,2020,Pampo,4.859999999999999,1559.53,0.0031163235077234803
0-10 km,2020,Pargo,3.52,1559.53,0.0022570902771989
0-10 km,2020,Camurim,3.45,1559.53,0.002212204959186422
0-10 km,2020,Camarao,2.72,1559.53,0.0017441152141991498
0-10 km,2020,Sirigado,2.71,1559.53,0.001737703025911653
0-10 km,2020,Agulhao,2.65,1559.53,0.0016992298961866715
0-10 km,2020,Biquara,2.1799999999999997,1559.53,0.0013978570466743185
0-10 km,2020,Paru,1.98,1559.53,0.0012696132809243811
0-10 km,2020,Arabaiana,1.85,1559.53,0.0011862548331869219
0-10 km,2020,Ubarana,1.55,1559.53,0.0009938891845620156
0-10 km,2020,Dentao,1.12,1559.53,0.0007181650881996499
0-10 km,2020,Camurupim,0.83,1559.53,0.0005322116278622405
0-10 km,2020,Peixe Galo,0.57,1559.53,0.0003654947323873218
0-10 km,2020,Budiao,0.43,1559.53,0.0002757240963623656
0-10 km,2020,Pirauna,0.36,1559.53,0.00023083877834988747
0-10 km,2020,Garoupa,0.35,1559.53,0.00022442659006239059
0-10 km,2020,Lagosta,0.33,1559.53,0.00021160221348739687
0-10 km,2020,Beijupira,0.31,1559.53,0.0001987778369124031
0-10 km,2020,Polvo,0.08,1559.53,5.1297506299974995e-05
0-10 km,2020,Tilapia,0.06999999999999999,1559.53,4.4885318012478115e-05
0-10 km,2020,Carauna,0.03,1559.53,1.923656486249062e-05
0-10 km,2020,Cangulo,0.0,1559.53,0.0
0-10 km,2020,Saramunete,0.0,1559.53,0.0
0-10 km,2019,Buzios,480.3,1940.26,0.24754414356838775
0-10 km,2019,Sardinha,235.62,1940.26,0.12143733314091926
0-10 km,2019,Tainha,182.82999999999998,1940.26,0.09422963932668817
0-10 km,2019,Marisco,123.14,1940.26,0.06346572108892623
0-10 km,2019,Serra,90.76,1940.26,0.046777236040530655
0-10 km,2019,Ova Voador,84.44000000000001,1940.26,0.04351994062651398
0-10 km,2019,Caico,79.8,1940.26,0.04112850855040046
0-10 km,2019,Peixe Voador,75.74,1940.26,0.03903600548380114
0-10 km,2019,Guaiuba,62.910000000000004,1940.26,0.03242348963540969
0-10 km,2019,Espada,59.25,1940.26,0.030537144506406357
0-10 km,2019,Agulha,46.92,1940.26,0.024182326080009895
0-10 km,2019,Carapeba,30.6,1940.26,0.01577108222609341
0-10 km,2019,Dourado,30.04,1940.26,0.015482461113459021
0-10 km,2019,Pescada,28.36,1940.26,0.014616597775555852
0-10 km,2019,Xareu,26.240000000000002,1940.26,0.013523960706297095
0-10 km,2019,Outros,25.189999999999998,1940.26,0.012982796120107613
0-10 km,2019,Cioba,24.21,1940.26,0.012477709172997434
0-10 km,2019,Bonito,22.43,1940.26,0.011560306350695267
0-10 km,2019,Ariaco,20.810000000000002,1940.26,0.0107253667034315
0-10 km,2019,Caranguejo,19.92,1940.26,0.010266665292280416
0-10 km,2019,Bagre,19.73,1940.26,0.01016874027192232
0-10 km,2019,Garajuba,19.14,1940.26,0.009864657313968232
0-10 km,2019,Cavala,14.47,1940.26,0.007457763392535021
0-10 km,2019,Cururuca,14.31,1940.26,0.0073753002174966244
0-10 km,2019,Albacora,13.55,1940.26,0.006983600136064239
0-10 km,2019,Biquara,13.2,1940.26,0.006803211940667745
0-10 km,2019,Salema,12.639999999999999,1940.26,0.006514590828033356
0-10 km,2019,Siri,10.299999999999999,1940.26,0.005308566893096801
0-10 km,2019,Arraia,8.64,1940.26,0.004453011452073434
0-10 km,2019,Bicuda,7.79,1940.26,0.00401492583468195
0-10 km,2019,Budiao,7.75,1940.26,0.003994310040922351
0-10 km,2019,Caçao,7.26,1940.26,0.00374176656736726
0-10 km,2019,Carauna,5.04,1940.26,0.002597590013709503
0-10 km,2019,Camurim,4.86,1940.26,0.0025048189417913066
0-10 km,2019,Sirigado,4.79,1940.26,0.002468741302712008
0-10 km,2019,Pampo,4.72,1940.26,0.002432663663632709
0-10 km,2019,Paru,3.5100000000000002,1940.26,0.0018090359024048326
0-10 km,2019,Peixe Galo,2.55,1940.26,0.0013142568521744508
0-10 km,2019,Dentao,2.08,1940.26,0.00107202127549916
0-10 km,2019,Camarao,1.83,1940.26,0.0009431725645016647
0-10 km,2019,Pargo,1.83,1940.26,0.0009431725645016647
0-10 km,2019,Pirauna,1.59,1940.26,0.0008194778019440694
0-10 km,2019,Agulhao,1.52,1940.26,0.0007834001628647707
0-10 km,2019,Ubarana,1.4,1940.26,0.000721552781585973
0-10 km,2019,Camurupim,1.36,1940.26,0.0007009369878263739
0-10 km,2019,Garabebeu,1.1300000000000001,1940.26,0.0005823961737086783
0-10 km,2019,Arabaiana,1.11,1940.26,0.0005720882768288786
0-10 km,2019,Garoupa,0.87,1940.26,0.0004483935142712832
0-10 km,2019,Saramunete,0.8200000000000001,1940.26,0.0004226237720717842
0-10 km,2019,Beijupira,0.62,1940.26,0.00031954480327378804
0-10 km,2019,Tilapia,0.16999999999999998,1940.26,8.761712347829672e-05
0-10 km,2019,Polvo,0.09,1940.26,4.6385535959098267e-05
0-10 km,2019,Lagosta,0.08,1940.26,4.123158751919846e-05
0-10 km,2019,Cangulo,0.0,1940.26,0.0
0-10 km,2018,Sardinha,158.7,706.3,0.2246920571994903
0-10 km,2018,Buzios,114.6,706.3,0.1622539997168342
0-10 km,2018,Tainha,101.6,706.3,0.14384822313464535
0-10 km,2018,Marisco,38.4,706.3,0.05436783236585021
0-10 km,2018,Serra,31.400000000000002,706.3,0.04445702959082543
0-10 km,2018,Caico,29.400000000000002,706.3,0.04162537165510407
0-10 km,2018,Peixe Voador,23.3,706.3,0.032988814951153904
0-10 km,2018,Guaiuba,20.799999999999997,706.3,0.029449242531502193
0-10 km,2018,Garajuba,15.4,706.3,0.021803766105054512
0-10 km,2018,Ova Voador,14.9,706.3,0.02109585162112417
0-10 km,2018,Agulha,14.8,706.3,0.0209542687243381
0-10 km,2018,Pescada,14.2,706.3,0.02010477134362169
0-10 km,2018,Caranguejo,12.0,706.3,0.01698994761432819
0-10 km,2018,Carapeba,12.0,706.3,0.01698994761432819
0-10 km,2018,Ariaco,10.200000000000001,706.3,0.014441455472178963
0-10 km,2018,Espada,9.6,706.3,0.013591958091462552
0-10 km,2018,Xareu,9.200000000000001,706.3,0.01302562650431828
0-10 km,2018,Cioba,9.1,706.3,0.01288404360753221
0-10 km,2018,Bagre,8.8,706.3,0.012459294917174008
0-10 km,2018,Bonito,7.7,706.3,0.010901883052527256
0-10 km,2018,Salema,6.699999999999999,706.3,0.009486054084666571
0-10 km,2018,Outros,4.6,706.3,0.006512813252159139
0-10 km,2018,Budiao,4.2,706.3,0.005946481665014867
0-10 km,2018,Dourado,4.1,706.3,0.005804898768228798
0-10 km,2018,Cavala,4.0,706.3,0.00566331587144273
0-10 km,2018,Biquara,3.6999999999999997,706.3,0.005238567181084525
0-10 km,2018,Carauna,3.5,706.3,0.004955401387512388
0-10 km,2018,Paru,2.8,706.3,0.003964321110009911
0-10 km,2018,Arraia,2.5,706.3,0.003539572419651706
0-10 km,2018,Camurim,2.1,706.3,0.0029732408325074335
0-10 km,2018,Cururuca,1.5,706.3,0.002123743451791024
0-10 km,2018,Siri,1.5,706.3,0.002123743451791024
0-10 km,2018,Caçao,1.4000000000000001,706.3,0.001982160555004956
0-10 km,2018,Bicuda,0.9,706.3,0.0012742460710746142
0-10 km,2018,Dentao,0.9,706.3,0.0012742460710746142
0-10 km,2018,Pampo,0.9,706.3,0.0012742460710746142
0-10 km,2018,Sirigado,0.8,706.3,0.0011326631742885462
0-10 km,2018,Albacora,0.7,706.3,0.0009910802775024777
0-10 km,2018,Pirauna,0.7,706.3,0.0009910802775024777
0-10 km,2018,Pargo,0.6,706.3,0.0008494973807164095
0-10 km,2018,Agulhao,0.4,706.3,0.0005663315871442731
0-10 km,2018,Camarao,0.4,706.3,0.0005663315871442731
0-10 km,2018,Ubarana,0.4,706.3,0.0005663315871442731
0-10 km,2018,Peixe Galo,0.30000000000000004,706.3,0.0004247486903582048
0-10 km,2018,Arabaiana,0.3,706.3,0.00042474869035820476
0-10 km,2018,Garoupa,0.1,706.3,0.00014158289678606827
0-10 km,2018,Lagosta,0.1,706.3,0.00014158289678606827
0-10 km,2018,Polvo,0.1,706.3,0.00014158289678606827
0-10 km,2018,Beijupira,0.0,706.3,0.0
0-10 km,2018,Camurupim,0.0,706.3,0.0
0-10 km,2018,Cangulo,0.0,706.3,0.0
0-10 km,2018,Garabebeu,0.0,706.3,0.0
0-10 km,2018,Tilapia,0.0,706.3,0.0
0-10 km,2017,Sardinha,355.3,1762.6,0.20157721547713606
0-10 km,2017,Albacora,217.39999999999998,1762.6,0.12334051968682627
0-10 km,2017,Peixe Voador,200.20000000000002,1762.6,0.11358220810166801
0-10 km,2017,Tainha,170.5,1762.6,0.0967321003063656
0-10 km,2017,Lagosta,101.6,1762.6,0.05764211959605129
0-10 km,2017,Dourado,98.0,1762.6,0.05559968228752979
0-10 km,2017,Agulha,69.8,1762.6,0.039600590037444684
0-10 km,2017,Outros,57.6,1762.6,0.03267899693634404
0-10 km,2017,Guaiuba,55.199999999999996,1762.6,0.03131737206399637
0-10 km,2017,Ariaco,54.9,1762.6,0.03114716895495291
0-10 km,2017,Caico,53.6,1762.6,0.030409622149097926
0-10 km,2017,Bonito,41.0,1762.6,0.02326109156927267
0-10 km,2017,Biquara,39.1,1762.6,0.022183138545330765
0-10 km,2017,Serra,35.300000000000004,1762.6,0.020027232497446958
0-10 km,2017,Garajuba,35.0,1762.6,0.019857029388403495
0-10 km,2017,Caranguejo,31.7,1762.6,0.017984795188925453
0-10 km,2017,Buzios,24.7,1762.6,0.014013389311244752
0-10 km,2017,Bagre,23.2,1762.6,0.01316237376602746
0-10 km,2017,Carapeba,20.1,1762.6,0.011403608305911722
0-10 km,2017,Cururuca,15.0,1762.6,0.008510155452172926
0-10 km,2017,Cavala,12.0,1762.6,0.006808124361738341
0-10 km,2017,Caçao,9.9,1762.6,0.005616702598434132
0-10 km,2017,Salema,9.899999999999999,1762.6,0.005616702598434131
0-10 km,2017,Camurim,7.9,1762.6,0.004482015204811075
0-10 km,2017,Sirigado,4.3,1762.6,0.002439577896289572
0-10 km,2017,Camarao,3.1,1762.6,0.0017587654601157383
0-10 km,2017,Marisco,3.0,1762.6,0.0017020310904345853
0-10 km,2017,Paru,3.0,1762.6,0.0017020310904345853
0-10 km,2017,Dentao,2.6999999999999997,1762.6,0.0015318279813911267
0-10 km,2017,Siri,1.7,1762.6,0.0009644842845795983
0-10 km,2017,Arabaiana,1.2,1762.6,0.0006808124361738341
0-10 km,2017,Pargo,1.2,1762.6,0.0006808124361738341
0-10 km,2017,Garabebeu,1.1,1762.6,0.0006240780664926814
0-10 km,2017,Peixe Galo,0.8,1762.6,0.00045387495744922277
0-10 km,2017,Camurupim,0.7,1762.6,0.0003971405877680699
0-10 km,2017,Garoupa,0.5,1762.6,0.00028367184840576425
0-10 km,2017,Tilapia,0.3,1762.6,0.00017020310904345852
0-10 km,2017,Polvo,0.1,1762.6,5.6734369681152846e-05
0-10 km,2016,Sardinha,268.4,1695.6,0.15829205001179522
0-10 km,2016,Tainha,233.8,1695.6,0.13788629393724935
0-10 km,2016,Peixe Voador,206.29999999999998,1695.6,0.12166784619013918
0-10 km,2016,Serra,113.10000000000001,1695.6,0.06670205237084219
0-10 km,2016,Dourado,98.7,1695.6,0.05820948336871904
0-10 km,2016,Outros,82.30000000000001,1695.6,0.048537390894078804
0-10 km,2016,Ova Voador,78.69999999999999,1695.6,0.046414248643548005
0-10 km,2016,Agulha,63.900000000000006,1695.6,0.03768577494692145
0-10 km,2016,Guaiuba,63.0,1695.6,0.037154989384288746
0-10 km,2016,Caico,59.7,1695.6,0.03520877565463553
0-10 km,2016,Biquara,50.8,1695.6,0.029959896201934417
0-10 km,2016,Garajuba,36.8,1695.6,0.021703231894314695
0-10 km,2016,Bagre,33.9,1695.6,0.0199929228591649
0-10 km,2016,Buzios,31.1,1695.6,0.018341589997640954
0-10 km,2016,Ariaco,30.2,1695.6,0.017810804435008258
0-10 km,2016,Espada,28.8,1695.6,0.016985138004246284
0-10 km,2016,Caranguejo,28.299999999999997,1695.6,0.016690257136117007
0-10 km,2016,Carapeba,26.799999999999997,1695.6,0.01580561453172918
0-10 km,2016,Cioba,18.5,1695.6,0.010910592120783205
0-10 km,2016,Arraia,18.4,1695.6,0.010851615947157348
0-10 km,2016,Pescada,16.2,1695.6,0.009554140127388535
0-10 km,2016,Cavala,14.5,1695.6,0.008551545175748998
0-10 km,2016,Bonito,13.899999999999999,1695.6,0.008197688133993866
0-10 km,2016,Cururuca,10.9,1695.6,0.0064284029252182125
0-10 km,2016,Salema,10.4,1695.6,0.006133522057088937
0-10 km,2016,Albacora,9.6,1695.6,0.005661712668082095
0-10 km,2016,Lagosta,8.9,1695.6,0.005248879452701109
0-10 km,2016,Camurim,8.2,1695.6,0.004836046237320123
0-10 km,2016,Caçao,8.1,1695.6,0.004777070063694267
0-10 km,2016,Sirigado,3.3,1695.6,0.00194621372965322
0-10 km,2016,Pargo,3.0,1695.6,0.0017692852087756547
0-10 km,2016,Camarao,2.9,1695.6,0.0017103090351497994
0-10 km,2016,Dentao,2.6,1695.6,0.0015333805142722342
0-10 km,2016,Paru,2.5999999999999996,1695.6,0.001533380514272234
0-10 km,2016,Marisco,1.9,1695.6,0.0011205472988912479
0-10 km,2016,Arabaiana,1.5,1695.6,0.0008846426043878274
0-10 km,2016,Siri,1.5,1695.6,0.0008846426043878274
0-10 km,2016,Garoupa,1.0,1695.6,0.0005897617362585516
0-10 km,2016,Camurupim,0.9,1695.6,0.0005307855626326964
0-10 km,2016,Garabebeu,0.9,1695.6,0.0005307855626326964
0-10 km,2016,Peixe Galo,0.7,1695.6,0.0004128332153809861
0-10 km,2016,Tilapia,0.5,1695.6,0.0002948808681292758
0-10 km,2016,Polvo,0.1,1695.6,5.897617362585516e-05
0-10 km,2015,Sardinha,252.6,869.9,0.29037820439130935
0-10 km,2015,Tainha,119.0,869.9,0.13679733302678468
0-10 km,2015,Peixe Voador,55.300000000000004,869.9,0.06357052534774113
0-10 km,2015,Serra,51.9,869.9,0.059662030118404416
0-10 km,2015,Guaiuba,44.6,869.9,0.051270260949534435
0-10 km,2015,Agulha,35.3,869.9,0.04057937693987815
0-10 km,2015,Ova Voador,34.8,869.9,0.04000459822968157
0-10 km,2015,Ariaco,28.8,869.9,0.03310725370732268
0-10 km,2015,Caico,28.299999999999997,869.9,0.0325324749971261
0-10 km,2015,Dourado,25.299999999999997,869.9,0.029083802735946657
0-10 km,2015,Bagre,21.1,869.9,0.024255661570295437
0-10 km,2015,Biquara,16.5,869.9,0.018967697436486953
0-10 km,2015,Caranguejo,15.399999999999999,869.9,0.017703184274054488
0-10 km,2015,Buzios,14.4,869.9,0.01655362685366134
0-10 km,2015,Bonito,14.100000000000001,869.9,0.0162087596275434
0-10 km,2015,Garajuba,13.4,869.9,0.015404069433268193
0-10 km,2015,Outros,11.5,869.9,0.013219910334521209
0-10 km,2015,Albacora,11.399999999999999,869.9,0.013104954592481894
0-10 km,2015,Cioba,11.1,869.9,0.01276008736636395
0-10 km,2015,Carapeba,10.3,869.9,0.011840441430049432
0-10 km,2015,Pescada,6.8,869.9,0.007816990458673411
0-10 km,2015,Cavala,5.6,869.9,0.006437521554201632
0-10 km,2015,Arraia,5.5,869.9,0.006322565812162318
0-10 km,2015,Xareu,5.3,869.9,0.006092654328083688
0-10 km,2015,Salema,4.6,869.9,0.005287964133808483
0-10 km,2015,Camurim,4.1,869.9,0.004713185423611909
0-10 km,2015,Caçao,3.9,869.9,0.00448327393953328
0-10 km,2015,Cururuca,3.0,869.9,0.003448672261179446
0-10 km,2015,Espada,2.2,869.9,0.0025290263248649273
0-10 km,2015,Paru,1.9000000000000001,869.9,0.0021841590987469826
0-10 km,2015,Sirigado,1.5,869.9,0.001724336130589723
0-10 km,2015,Budiao,1.4,869.9,0.001609380388550408
0-10 km,2015,Dentao,1.3,869.9,0.0014944246465110934
0-10 km,2015,Camarao,1.2,869.9,0.0013794689044717783
0-10 km,2015,Arabaiana,0.7,869.9,0.000804690194275204
0-10 km,2015,Pargo,0.7,869.9,0.000804690194275204
0-10 km,2015,Peixe Galo,0.7,869.9,0.000804690194275204
0-10 km,2015,Ubarana,0.7,869.9,0.000804690194275204
0-10 km,2015,Bicuda,0.6000000000000001,869.9,0.0006897344522358893
0-10 km,2015,Siri,0.6000000000000001,869.9,0.0006897344522358893
0-10 km,2015,Agulhao,0.6,869.9,0.0006897344522358892
0-10 km,2015,Garoupa,0.6,869.9,0.0006897344522358892
0-10 km,2015,Carauna,0.5,869.9,0.0005747787101965744
0-10 km,2015,Beijupira,0.30000000000000004,869.9,0.00034486722611794463
0-10 km,2015,Camurupim,0.30000000000000004,869.9,0.00034486722611794463
0-10 km,2015,Garabebeu,0.1,869.9,0.00011495574203931487
0-10 km,2015,Marisco,0.1,869.9,0.00011495574203931487
0-10 km,2015,Cangulo,0.0,869.9,0.0
0-10 km,2015,Lagosta,0.0,869.9,0.0
0-10 km,2015,Pirauna,0.0,869.9,0.0
0-10 km,2015,Polvo,0.0,869.9,0.0
0-10 km,2015,Saramunete,0.0,869.9,0.0
0-10 km,2015,Tilapia,0.0,869.9,0.0
0-10 km,2014,Peixe Voador,163.1,921.2,0.1770516717325228
0-10 km,2014,Outros,147.4,921.2,0.16000868432479373
0-10 km,2014,Tainha,103.4,921.2,0.11224489795918367
0-10 km,2014,Serra,66.2,921.2,0.07186278766825879
0-10 km,2014,Sardinha,58.2,921.2,0.06317846287451151
0-10 km,2014,Dourado,50.6,921.2,0.05492835432045158
0-10 km,2014,Agulha,32.8,921.2,0.03560573165436387
0-10 km,2014,Caico,31.8,921.2,0.03452019105514546
0-10 km,2014,Lagosta,25.3,921.2,0.02746417716022579
0-10 km,2014,Biquara,24.200000000000003,921.2,0.02627008250108554
0-10 km,2014,Espada,21.400000000000002,921.2,0.02323056882327399
0-10 km,2014,Arraia,18.6,921.2,0.02019105514546244
0-10 km,2014,Bagre,18.3,921.2,0.019865392965696917
0-10 km,2014,Ariaco,16.400000000000002,921.2,0.01780286582718194
0-10 km,2014,Guaiuba,16.099999999999998,921.2,0.01747720364741641
0-10 km,2014,Cururuca,15.6,921.2,0.016934433347807205
